lad11cd,lad11nm,lsoa11,2014_15
E09000026,Redbridge,E01003772,33
E09000026,Redbridge,E01003773,33
E09000026,Redbridge,E01003774,27
E09000026,Redbridge,E01003775,25
E09000026,Redbridge,E01003776,30
E09000026,Redbridge,E01003777,37
E09000026,Redbridge,E01003778,37
E09000026,Redbridge,E01003779,20
E09000026,Redbridge,E01003780,17
E09000026,Redbridge,E01003781,41
E09000026,Redbridge,E01003782,41
E09000026,Redbridge,E01003783,56
E09000026,Redbridge,E01003784,46
E09000026,Redbridge,E01003785,45
E09000026,Redbridge,E01003786,21
E09000026,Redbridge,E01003787,26
E09000026,Redbridge,E01003788,57
E09000026,Redbridge,E01003789,20
E09000026,Redbridge,E01003790,20
E09000026,Redbridge,E01003791,22
E09000026,Redbridge,E01003792,19
E09000026,Redbridge,E01003793,27
E09000026,Redbridge,E01003794,23
E09000026,Redbridge,E01003795,16
E09000026,Redbridge,E01003796,13
E09000027,Richmond upon Thames,E01003797,9
E09000027,Richmond upon Thames,E01003798,21
E09000027,Richmond upon Thames,E01003799,23
E09000027,Richmond upon Thames,E01003800,17
E09000027,Richmond upon Thames,E01003801,16
E09000027,Richmond upon Thames,E01003802,18
E09000027,Richmond upon Thames,E01003803,28
E09000027,Richmond upon Thames,E01003804,23
E09000027,Richmond upon Thames,E01003805,15
E09000027,Richmond upon Thames,E01003806,12
E09000027,Richmond upon Thames,E01003807,37
E09000027,Richmond upon Thames,E01003808,26
E09000027,Richmond upon Thames,E01003809,24
E09000027,Richmond upon Thames,E01003810,20
E09000027,Richmond upon Thames,E01003811,43
E09000027,Richmond upon Thames,E01003812,29
E09000027,Richmond upon Thames,E01003813,8
E09000027,Richmond upon Thames,E01003814,17
E09000027,Richmond upon Thames,E01003815,36
E09000027,Richmond upon Thames,E01003816,16
E09000027,Richmond upon Thames,E01003817,22
E09000027,Richmond upon Thames,E01003818,15
E09000027,Richmond upon Thames,E01003819,22
E09000027,Richmond upon Thames,E01003820,22
E09000027,Richmond upon Thames,E01003821,20
E09000027,Richmond upon Thames,E01003822,5
E09000027,Richmond upon Thames,E01003823,15
E09000027,Richmond upon Thames,E01003824,19
E09000027,Richmond upon Thames,E01003825,24
E09000027,Richmond upon Thames,E01003826,23
E09000027,Richmond upon Thames,E01003827,28
E09000027,Richmond upon Thames,E01003828,20
E09000027,Richmond upon Thames,E01003829,29
E09000027,Richmond upon Thames,E01003830,11
E09000027,Richmond upon Thames,E01003831,15
E09000027,Richmond upon Thames,E01003832,18
E09000027,Richmond upon Thames,E01003833,16
E09000027,Richmond upon Thames,E01003834,30
E09000027,Richmond upon Thames,E01003835,16
E09000027,Richmond upon Thames,E01003836,14
E09000027,Richmond upon Thames,E01003837,19
E09000027,Richmond upon Thames,E01003838,32
E09000027,Richmond upon Thames,E01003839,37
E09000027,Richmond upon Thames,E01003840,24
E09000027,Richmond upon Thames,E01003841,40
E09000027,Richmond upon Thames,E01003842,25
E09000027,Richmond upon Thames,E01003843,33
E09000027,Richmond upon Thames,E01003844,13
E09000027,Richmond upon Thames,E01003845,18
E09000027,Richmond upon Thames,E01003846,19
E09000027,Richmond upon Thames,E01003847,17
E09000027,Richmond upon Thames,E01003848,29
E09000027,Richmond upon Thames,E01003849,18
E09000027,Richmond upon Thames,E01003851,17
E09000027,Richmond upon Thames,E01003852,17
E09000027,Richmond upon Thames,E01003853,11
E09000027,Richmond upon Thames,E01003854,32
E09000027,Richmond upon Thames,E01003855,43
E09000027,Richmond upon Thames,E01003856,40
E09000027,Richmond upon Thames,E01003857,34
E09000027,Richmond upon Thames,E01003858,33
E09000027,Richmond upon Thames,E01003859,22
E09000027,Richmond upon Thames,E01003860,33
E09000027,Richmond upon Thames,E01003861,32
E09000027,Richmond upon Thames,E01003862,22
E09000027,Richmond upon Thames,E01003863,13
E09000027,Richmond upon Thames,E01003864,16
E09000027,Richmond upon Thames,E01003865,12
E09000027,Richmond upon Thames,E01003866,26
E09000027,Richmond upon Thames,E01003867,16
E09000027,Richmond upon Thames,E01003868,34
E09000027,Richmond upon Thames,E01003869,31
E09000027,Richmond upon Thames,E01003870,29
E09000027,Richmond upon Thames,E01003871,34
E09000027,Richmond upon Thames,E01003872,16
E09000027,Richmond upon Thames,E01003873,18
E09000027,Richmond upon Thames,E01003874,24
E09000027,Richmond upon Thames,E01003875,12
E09000027,Richmond upon Thames,E01003876,18
E09000027,Richmond upon Thames,E01003877,23
E09000027,Richmond upon Thames,E01003878,15
E09000027,Richmond upon Thames,E01003879,26
E09000027,Richmond upon Thames,E01003880,8
E09000027,Richmond upon Thames,E01003881,9
E09000027,Richmond upon Thames,E01003882,43
E09000027,Richmond upon Thames,E01003883,57
E09000027,Richmond upon Thames,E01003884,22
E09000027,Richmond upon Thames,E01003885,14
E09000027,Richmond upon Thames,E01003886,25
E09000027,Richmond upon Thames,E01003887,27
E09000027,Richmond upon Thames,E01003888,34
E09000027,Richmond upon Thames,E01003889,23
E09000027,Richmond upon Thames,E01003890,14
E09000027,Richmond upon Thames,E01003891,11
E09000027,Richmond upon Thames,E01003892,21
E09000027,Richmond upon Thames,E01003893,24
E09000027,Richmond upon Thames,E01003894,18
E09000027,Richmond upon Thames,E01003895,31
E09000027,Richmond upon Thames,E01003896,19
E09000027,Richmond upon Thames,E01003897,22
E09000027,Richmond upon Thames,E01003898,33
E09000027,Richmond upon Thames,E01003899,31
E09000027,Richmond upon Thames,E01003900,16
E09000027,Richmond upon Thames,E01003901,24
E09000027,Richmond upon Thames,E01003902,20
E09000027,Richmond upon Thames,E01003903,21
E09000027,Richmond upon Thames,E01003904,35
E09000027,Richmond upon Thames,E01003905,17
E09000027,Richmond upon Thames,E01003906,31
E09000027,Richmond upon Thames,E01003907,22
E09000027,Richmond upon Thames,E01003908,15
E09000027,Richmond upon Thames,E01003909,19
E09000027,Richmond upon Thames,E01003910,21
E09000028,Southwark,E01003911,33
E09000028,Southwark,E01003912,32
E09000028,Southwark,E01003913,31
E09000028,Southwark,E01003914,31
E09000028,Southwark,E01003915,33
E09000028,Southwark,E01003916,39
E09000028,Southwark,E01003917,34
E09000028,Southwark,E01003918,19
E09000028,Southwark,E01003919,22
E09000028,Southwark,E01003920,37
E09000028,Southwark,E01003921,17
E09000028,Southwark,E01003922,30
E09000028,Southwark,E01003923,32
E09000028,Southwark,E01003924,34
E09000028,Southwark,E01003925,27
E09000028,Southwark,E01003926,19
E09000028,Southwark,E01003927,26
E09000028,Southwark,E01003929,20
E09000028,Southwark,E01003930,19
E09000028,Southwark,E01003932,23
E09000028,Southwark,E01003933,20
E09000028,Southwark,E01003934,18
E09000028,Southwark,E01003935,10
E09000028,Southwark,E01003936,20
E09000028,Southwark,E01003937,16
E09000028,Southwark,E01003938,22
E09000028,Southwark,E01003939,15
E09000028,Southwark,E01003940,17
E09000028,Southwark,E01003941,27
E09000028,Southwark,E01003942,28
E09000028,Southwark,E01003943,20
E09000028,Southwark,E01003945,20
E09000028,Southwark,E01003946,30
E09000028,Southwark,E01003947,37
E09000028,Southwark,E01003948,31
E09000028,Southwark,E01003949,38
E09000028,Southwark,E01003950,30
E09000028,Southwark,E01003951,19
E09000028,Southwark,E01003952,29
E09000028,Southwark,E01003953,48
E09000028,Southwark,E01003954,42
E09000028,Southwark,E01003955,38
E09000028,Southwark,E01003956,38
E09000028,Southwark,E01003957,36
E09000028,Southwark,E01003958,81
E09000028,Southwark,E01003960,21
E09000028,Southwark,E01003961,33
E09000028,Southwark,E01003963,25
E09000028,Southwark,E01003964,33
E09000028,Southwark,E01003966,29
E09000028,Southwark,E01003967,13
E09000028,Southwark,E01003968,28
E09000028,Southwark,E01003969,36
E09000028,Southwark,E01003970,19
E09000028,Southwark,E01003971,35
E09000028,Southwark,E01003972,34
E09000028,Southwark,E01003973,20
E09000028,Southwark,E01003974,21
E09000028,Southwark,E01003975,23
E09000028,Southwark,E01003976,24
E09000028,Southwark,E01003977,25
E09000028,Southwark,E01003978,33
E09000028,Southwark,E01003979,23
E09000028,Southwark,E01003980,29
E09000028,Southwark,E01003981,15
E09000028,Southwark,E01003983,38
E09000028,Southwark,E01003984,39
E09000028,Southwark,E01003986,28
E09000028,Southwark,E01003987,34
E09000028,Southwark,E01003988,47
E09000028,Southwark,E01003989,34
E09000028,Southwark,E01003990,39
E09000028,Southwark,E01003991,16
E09000028,Southwark,E01003992,24
E09000028,Southwark,E01003993,21
E09000028,Southwark,E01003994,20
E09000028,Southwark,E01003995,19
E09000028,Southwark,E01003997,18
E09000028,Southwark,E01003998,12
E09000028,Southwark,E01003999,16
E09000028,Southwark,E01004000,39
E09000028,Southwark,E01004001,27
E09000028,Southwark,E01004002,25
E09000028,Southwark,E01004003,27
E09000028,Southwark,E01004004,36
E09000028,Southwark,E01004005,46
E09000028,Southwark,E01004006,25
E09000028,Southwark,E01004007,25
E09000028,Southwark,E01004008,50
E09000028,Southwark,E01004010,38
E09000028,Southwark,E01004011,42
E09000028,Southwark,E01004012,35
E09000028,Southwark,E01004013,21
E09000028,Southwark,E01004014,43
E09000028,Southwark,E01004015,34
E09000028,Southwark,E01004016,55
E09000028,Southwark,E01004017,29
E09000028,Southwark,E01004018,47
E09000028,Southwark,E01004019,60
E09000028,Southwark,E01004020,27
E09000028,Southwark,E01004021,34
E09000028,Southwark,E01004022,38
E09000028,Southwark,E01004023,25
E09000028,Southwark,E01004024,21
E09000028,Southwark,E01004027,19
E09000028,Southwark,E01004028,29
E09000028,Southwark,E01004029,29
E09000028,Southwark,E01004030,21
E09000028,Southwark,E01004031,30
E09000028,Southwark,E01004032,24
E09000028,Southwark,E01004033,29
E09000028,Southwark,E01004034,20
E09000028,Southwark,E01004035,28
E09000028,Southwark,E01004036,34
E09000028,Southwark,E01004037,45
E09000028,Southwark,E01004038,43
E09000028,Southwark,E01004039,22
E09000028,Southwark,E01004040,30
E09000028,Southwark,E01004041,24
E09000028,Southwark,E01004042,21
E09000028,Southwark,E01004043,17
E09000028,Southwark,E01004044,29
E09000028,Southwark,E01004045,26
E09000028,Southwark,E01004046,36
E09000028,Southwark,E01004047,17
E09000028,Southwark,E01004048,27
E09000028,Southwark,E01004049,31
E09000028,Southwark,E01004050,24
E09000028,Southwark,E01004051,15
E09000028,Southwark,E01004052,34
E09000028,Southwark,E01004053,30
E09000028,Southwark,E01004054,26
E09000028,Southwark,E01004055,10
E09000028,Southwark,E01004056,35
E09000028,Southwark,E01004057,25
E09000028,Southwark,E01004058,27
E09000028,Southwark,E01004059,27
E09000028,Southwark,E01004060,24
E09000028,Southwark,E01004061,28
E09000028,Southwark,E01004062,50
E09000028,Southwark,E01004063,41
E09000028,Southwark,E01004064,32
E09000028,Southwark,E01004065,30
E09000028,Southwark,E01004066,32
E09000028,Southwark,E01004067,34
E09000028,Southwark,E01004068,31
E09000028,Southwark,E01004069,13
E09000028,Southwark,E01004070,15
E09000028,Southwark,E01004071,27
E09000028,Southwark,E01004072,17
E09000028,Southwark,E01004073,24
E09000028,Southwark,E01004074,22
E09000028,Southwark,E01004075,22
E09000029,Sutton,E01004076,21
E09000029,Sutton,E01004077,18
E09000029,Sutton,E01004078,22
E09000029,Sutton,E01004079,5
E09000029,Sutton,E01004080,9
E09000029,Sutton,E01004081,25
E09000029,Sutton,E01004082,12
E09000029,Sutton,E01004083,20
E09000029,Sutton,E01004084,7
E09000029,Sutton,E01004085,8
E09000029,Sutton,E01004086,32
E09000029,Sutton,E01004087,8
E09000029,Sutton,E01004088,30
E09000029,Sutton,E01004089,25
E09000029,Sutton,E01004090,19
E09000029,Sutton,E01004091,4
E09000029,Sutton,E01004092,11
E09000029,Sutton,E01004093,14
E09000029,Sutton,E01004094,25
E09000029,Sutton,E01004095,21
E09000029,Sutton,E01004096,31
E09000029,Sutton,E01004097,22
E09000029,Sutton,E01004098,9
E09000029,Sutton,E01004099,36
E09000029,Sutton,E01004100,23
E09000029,Sutton,E01004101,18
E09000029,Sutton,E01004102,21
E09000029,Sutton,E01004103,42
E09000029,Sutton,E01004104,12
E09000029,Sutton,E01004105,30
E09000029,Sutton,E01004106,14
E09000029,Sutton,E01004107,26
E09000029,Sutton,E01004108,25
E09000029,Sutton,E01004109,21
E09000029,Sutton,E01004110,20
E09000029,Sutton,E01004111,20
E09000029,Sutton,E01004112,22
E09000029,Sutton,E01004114,7
E09000029,Sutton,E01004115,20
E09000029,Sutton,E01004116,15
E09000029,Sutton,E01004117,30
E09000029,Sutton,E01004118,12
E09000029,Sutton,E01004119,9
E09000029,Sutton,E01004120,8
E09000029,Sutton,E01004121,27
E09000029,Sutton,E01004122,15
E09000029,Sutton,E01004123,36
E09000029,Sutton,E01004124,27
E09000029,Sutton,E01004125,24
E09000029,Sutton,E01004126,22
E09000029,Sutton,E01004127,21
E09000029,Sutton,E01004128,11
E09000029,Sutton,E01004129,27
E09000029,Sutton,E01004130,15
E09000029,Sutton,E01004131,22
E09000029,Sutton,E01004132,19
E09000029,Sutton,E01004133,12
E09000029,Sutton,E01004134,16
E09000029,Sutton,E01004135,10
E09000029,Sutton,E01004136,14
E09000029,Sutton,E01004137,40
E09000029,Sutton,E01004138,27
E09000029,Sutton,E01004139,22
E09000029,Sutton,E01004140,29
E09000029,Sutton,E01004141,27
E09000029,Sutton,E01004142,61
E09000029,Sutton,E01004143,28
E09000029,Sutton,E01004144,13
E09000029,Sutton,E01004145,39
E09000029,Sutton,E01004146,31
E09000029,Sutton,E01004147,16
E09000029,Sutton,E01004148,28
E09000029,Sutton,E01004149,28
E09000029,Sutton,E01004150,36
E09000029,Sutton,E01004151,35
E09000029,Sutton,E01004152,31
E09000029,Sutton,E01004153,35
E09000029,Sutton,E01004154,14
E09000029,Sutton,E01004155,43
E09000029,Sutton,E01004156,31
E09000029,Sutton,E01004157,9
E09000029,Sutton,E01004158,17
E09000029,Sutton,E01004159,21
E09000029,Sutton,E01004160,32
E09000029,Sutton,E01004161,29
E09000029,Sutton,E01004162,29
E09000029,Sutton,E01004163,23
E09000029,Sutton,E01004164,26
E09000029,Sutton,E01004165,38
E09000029,Sutton,E01004166,25
E09000029,Sutton,E01004167,14
E09000029,Sutton,E01004168,14
E09000029,Sutton,E01004169,32
E09000029,Sutton,E01004170,39
E09000029,Sutton,E01004171,14
E09000029,Sutton,E01004172,19
E09000029,Sutton,E01004173,4
E09000029,Sutton,E01004174,34
E09000029,Sutton,E01004175,40
E09000029,Sutton,E01004176,17
E09000029,Sutton,E01004177,23
E09000029,Sutton,E01004178,40
E09000029,Sutton,E01004179,14
E09000029,Sutton,E01004180,11
E09000029,Sutton,E01004181,15
E09000029,Sutton,E01004182,27
E09000029,Sutton,E01004183,36
E09000029,Sutton,E01004184,31
E09000029,Sutton,E01004185,29
E09000029,Sutton,E01004186,36
E09000029,Sutton,E01004187,28
E09000029,Sutton,E01004188,41
E09000029,Sutton,E01004189,32
E09000029,Sutton,E01004190,15
E09000029,Sutton,E01004191,26
E09000029,Sutton,E01004192,39
E09000029,Sutton,E01004193,60
E09000029,Sutton,E01004194,24
E09000029,Sutton,E01004195,32
E09000029,Sutton,E01004196,20
E09000030,Tower Hamlets,E01004197,39
E09000030,Tower Hamlets,E01004198,27
E09000030,Tower Hamlets,E01004199,21
E09000030,Tower Hamlets,E01004200,22
E09000030,Tower Hamlets,E01004201,13
E09000030,Tower Hamlets,E01004202,23
E09000030,Tower Hamlets,E01004203,27
E09000030,Tower Hamlets,E01004204,27
E09000030,Tower Hamlets,E01004205,54
E09000030,Tower Hamlets,E01004206,31
E09000030,Tower Hamlets,E01004207,18
E09000030,Tower Hamlets,E01004208,24
E09000030,Tower Hamlets,E01004209,26
E09000030,Tower Hamlets,E01004211,23
E09000030,Tower Hamlets,E01004212,30
E09000030,Tower Hamlets,E01004214,34
E09000030,Tower Hamlets,E01004215,72
E09000030,Tower Hamlets,E01004216,38
E09000030,Tower Hamlets,E01004217,28
E09000030,Tower Hamlets,E01004218,17
E09000030,Tower Hamlets,E01004219,43
E09000030,Tower Hamlets,E01004221,27
E09000030,Tower Hamlets,E01004222,29
E09000030,Tower Hamlets,E01004223,37
E09000030,Tower Hamlets,E01004224,27
E09000030,Tower Hamlets,E01004225,36
E09000030,Tower Hamlets,E01004226,46
E09000030,Tower Hamlets,E01004228,23
E09000030,Tower Hamlets,E01004229,22
E09000030,Tower Hamlets,E01004230,32
E09000030,Tower Hamlets,E01004231,33
E09000030,Tower Hamlets,E01004232,24
E09000030,Tower Hamlets,E01004233,27
E09000030,Tower Hamlets,E01004234,21
E09000030,Tower Hamlets,E01004235,30
E09000030,Tower Hamlets,E01004236,29
E09000030,Tower Hamlets,E01004237,37
E09000030,Tower Hamlets,E01004238,93
E09000030,Tower Hamlets,E01004239,33
E09000030,Tower Hamlets,E01004240,24
E09000030,Tower Hamlets,E01004241,28
E09000030,Tower Hamlets,E01004242,74
E09000030,Tower Hamlets,E01004243,38
E09000030,Tower Hamlets,E01004244,36
E09000030,Tower Hamlets,E01004245,35
E09000030,Tower Hamlets,E01004246,50
E09000030,Tower Hamlets,E01004247,56
E09000030,Tower Hamlets,E01004248,24
E09000030,Tower Hamlets,E01004249,41
E09000030,Tower Hamlets,E01004250,47
E09000030,Tower Hamlets,E01004251,40
E09000030,Tower Hamlets,E01004252,69
E09000030,Tower Hamlets,E01004253,54
E09000030,Tower Hamlets,E01004254,57
E09000030,Tower Hamlets,E01004255,33
E09000030,Tower Hamlets,E01004256,31
E09000030,Tower Hamlets,E01004257,41
E09000030,Tower Hamlets,E01004258,13
E09000030,Tower Hamlets,E01004259,22
E09000030,Tower Hamlets,E01004260,27
E09000030,Tower Hamlets,E01004261,24
E09000030,Tower Hamlets,E01004262,17
E09000030,Tower Hamlets,E01004263,19
E09000030,Tower Hamlets,E01004264,22
E09000030,Tower Hamlets,E01004266,18
E09000030,Tower Hamlets,E01004267,46
E09000030,Tower Hamlets,E01004268,24
E09000030,Tower Hamlets,E01004269,49
E09000030,Tower Hamlets,E01004270,36
E09000030,Tower Hamlets,E01004271,48
E09000030,Tower Hamlets,E01004272,44
E09000030,Tower Hamlets,E01004273,37
E09000030,Tower Hamlets,E01004274,30
E09000030,Tower Hamlets,E01004275,27
E09000030,Tower Hamlets,E01004276,43
E09000030,Tower Hamlets,E01004277,29
E09000030,Tower Hamlets,E01004280,28
E09000030,Tower Hamlets,E01004281,25
E09000030,Tower Hamlets,E01004283,33
E09000030,Tower Hamlets,E01004284,81
E09000030,Tower Hamlets,E01004285,46
E09000030,Tower Hamlets,E01004286,38
E09000030,Tower Hamlets,E01004287,29
E09000030,Tower Hamlets,E01004288,21
E09000030,Tower Hamlets,E01004289,28
E09000030,Tower Hamlets,E01004290,36
E09000030,Tower Hamlets,E01004291,23
E09000030,Tower Hamlets,E01004292,37
E09000030,Tower Hamlets,E01004293,22
E09000030,Tower Hamlets,E01004294,32
E09000030,Tower Hamlets,E01004295,40
E09000030,Tower Hamlets,E01004296,32
E09000030,Tower Hamlets,E01004297,30
E09000030,Tower Hamlets,E01004298,31
E09000030,Tower Hamlets,E01004300,23
E09000030,Tower Hamlets,E01004301,28
E09000030,Tower Hamlets,E01004302,36
E09000030,Tower Hamlets,E01004303,36
E09000030,Tower Hamlets,E01004304,40
E09000030,Tower Hamlets,E01004305,29
E09000030,Tower Hamlets,E01004306,26
E09000030,Tower Hamlets,E01004307,19
E09000030,Tower Hamlets,E01004308,22
E09000030,Tower Hamlets,E01004309,52
E09000030,Tower Hamlets,E01004310,30
E09000030,Tower Hamlets,E01004311,22
E09000030,Tower Hamlets,E01004312,18
E09000030,Tower Hamlets,E01004313,35
E09000030,Tower Hamlets,E01004314,18
E09000030,Tower Hamlets,E01004315,27
E09000030,Tower Hamlets,E01004316,21
E09000030,Tower Hamlets,E01004317,37
E09000030,Tower Hamlets,E01004318,18
E09000030,Tower Hamlets,E01004319,43
E09000030,Tower Hamlets,E01004321,40
E09000030,Tower Hamlets,E01004322,21
E09000030,Tower Hamlets,E01004323,27
E09000030,Tower Hamlets,E01004324,28
E09000030,Tower Hamlets,E01004325,37
E09000030,Tower Hamlets,E01004326,28
E09000031,Waltham Forest,E01004327,24
E09000031,Waltham Forest,E01004328,37
E09000031,Waltham Forest,E01004329,35
E09000031,Waltham Forest,E01004330,29
E09000031,Waltham Forest,E01004331,35
E09000031,Waltham Forest,E01004332,42
E09000031,Waltham Forest,E01004333,30
E09000031,Waltham Forest,E01004334,28
E09000031,Waltham Forest,E01004335,29
E09000031,Waltham Forest,E01004336,25
E09000031,Waltham Forest,E01004337,25
E09000031,Waltham Forest,E01004338,39
E09000031,Waltham Forest,E01004339,33
E09000031,Waltham Forest,E01004340,30
E09000031,Waltham Forest,E01004341,29
E09000031,Waltham Forest,E01004342,48
E09000031,Waltham Forest,E01004343,27
E09000031,Waltham Forest,E01004344,36
E09000031,Waltham Forest,E01004345,38
E09000031,Waltham Forest,E01004346,40
E09000031,Waltham Forest,E01004347,38
E09000031,Waltham Forest,E01004348,56
E09000031,Waltham Forest,E01004349,12
E09000031,Waltham Forest,E01004350,11
E09000031,Waltham Forest,E01004351,15
E09000031,Waltham Forest,E01004352,18
E09000031,Waltham Forest,E01004353,14
E09000031,Waltham Forest,E01004354,30
E09000031,Waltham Forest,E01004355,23
E09000031,Waltham Forest,E01004356,19
E09000031,Waltham Forest,E01004357,13
E09000031,Waltham Forest,E01004358,24
E09000031,Waltham Forest,E01004359,16
E09000031,Waltham Forest,E01004360,14
E09000031,Waltham Forest,E01004361,25
E09000031,Waltham Forest,E01004362,24
E09000031,Waltham Forest,E01004363,32
E09000031,Waltham Forest,E01004364,35
E09000031,Waltham Forest,E01004365,75
E09000031,Waltham Forest,E01004366,31
E09000031,Waltham Forest,E01004367,28
E09000031,Waltham Forest,E01004368,29
E09000031,Waltham Forest,E01004369,45
E09000031,Waltham Forest,E01004370,32
E09000031,Waltham Forest,E01004371,21
E09000031,Waltham Forest,E01004372,38
E09000031,Waltham Forest,E01004373,44
E09000031,Waltham Forest,E01004374,37
E09000031,Waltham Forest,E01004375,24
E09000031,Waltham Forest,E01004376,33
E09000031,Waltham Forest,E01004377,36
E09000031,Waltham Forest,E01004378,29
E09000031,Waltham Forest,E01004379,24
E09000031,Waltham Forest,E01004380,23
E09000031,Waltham Forest,E01004381,42
E09000031,Waltham Forest,E01004382,35
E09000031,Waltham Forest,E01004383,18
E09000031,Waltham Forest,E01004384,30
E09000031,Waltham Forest,E01004385,29
E09000031,Waltham Forest,E01004386,15
E09000031,Waltham Forest,E01004387,14
E09000031,Waltham Forest,E01004388,31
E09000031,Waltham Forest,E01004389,29
E09000031,Waltham Forest,E01004390,29
E09000031,Waltham Forest,E01004391,39
E09000031,Waltham Forest,E01004392,63
E09000031,Waltham Forest,E01004393,32
E09000031,Waltham Forest,E01004394,38
E09000031,Waltham Forest,E01004395,34
E09000031,Waltham Forest,E01004396,40
E09000031,Waltham Forest,E01004397,56
E09000031,Waltham Forest,E01004398,21
E09000031,Waltham Forest,E01004399,18
E09000031,Waltham Forest,E01004400,30
E09000031,Waltham Forest,E01004401,51
E09000031,Waltham Forest,E01004402,45
E09000031,Waltham Forest,E01004403,36
E09000031,Waltham Forest,E01004404,52
E09000031,Waltham Forest,E01004405,30
E09000031,Waltham Forest,E01004406,35
E09000031,Waltham Forest,E01004407,32
E09000031,Waltham Forest,E01004408,25
E09000031,Waltham Forest,E01004409,40
E09000031,Waltham Forest,E01004410,28
E09000031,Waltham Forest,E01004411,43
E09000031,Waltham Forest,E01004412,27
E09000031,Waltham Forest,E01004413,20
E09000031,Waltham Forest,E01004414,26
E09000031,Waltham Forest,E01004415,23
E09000031,Waltham Forest,E01004416,20
E09000031,Waltham Forest,E01004417,22
E09000031,Waltham Forest,E01004418,29
E09000031,Waltham Forest,E01004419,21
E09000031,Waltham Forest,E01004420,43
E09000031,Waltham Forest,E01004421,34
E09000031,Waltham Forest,E01004422,19
E09000031,Waltham Forest,E01004423,44
E09000031,Waltham Forest,E01004424,37
E09000031,Waltham Forest,E01004425,49
E09000031,Waltham Forest,E01004426,34
E09000031,Waltham Forest,E01004427,58
E09000031,Waltham Forest,E01004428,38
E09000031,Waltham Forest,E01004429,27
E09000031,Waltham Forest,E01004430,36
E09000031,Waltham Forest,E01004432,38
E09000031,Waltham Forest,E01004434,46
E09000031,Waltham Forest,E01004435,31
E09000031,Waltham Forest,E01004436,19
E09000031,Waltham Forest,E01004437,42
E09000031,Waltham Forest,E01004438,46
E09000031,Waltham Forest,E01004439,37
E09000031,Waltham Forest,E01004440,38
E09000031,Waltham Forest,E01004441,28
E09000031,Waltham Forest,E01004442,31
E09000031,Waltham Forest,E01004443,31
E09000031,Waltham Forest,E01004444,54
E09000031,Waltham Forest,E01004445,42
E09000031,Waltham Forest,E01004446,42
E09000031,Waltham Forest,E01004447,33
E09000031,Waltham Forest,E01004448,43
E09000031,Waltham Forest,E01004449,29
E09000031,Waltham Forest,E01004450,23
E09000031,Waltham Forest,E01004451,23
E09000031,Waltham Forest,E01004452,21
E09000031,Waltham Forest,E01004453,22
E09000031,Waltham Forest,E01004454,32
E09000031,Waltham Forest,E01004455,30
E09000031,Waltham Forest,E01004456,25
E09000031,Waltham Forest,E01004457,31
E09000031,Waltham Forest,E01004458,34
E09000031,Waltham Forest,E01004459,26
E09000031,Waltham Forest,E01004460,45
E09000031,Waltham Forest,E01004461,37
E09000031,Waltham Forest,E01004462,33
E09000031,Waltham Forest,E01004463,45
E09000031,Waltham Forest,E01004464,29
E09000031,Waltham Forest,E01004465,23
E09000031,Waltham Forest,E01004466,33
E09000031,Waltham Forest,E01004467,43
E09000031,Waltham Forest,E01004468,33
E09000031,Waltham Forest,E01004469,25
E09000031,Waltham Forest,E01004470,31
E09000031,Waltham Forest,E01004471,37
E09000032,Wandsworth,E01004472,30
E09000032,Wandsworth,E01004473,34
E09000032,Wandsworth,E01004474,32
E09000032,Wandsworth,E01004475,21
E09000032,Wandsworth,E01004476,28
E09000032,Wandsworth,E01004477,21
E09000032,Wandsworth,E01004478,26
E09000032,Wandsworth,E01004479,17
E09000032,Wandsworth,E01004480,28
E09000032,Wandsworth,E01004481,24
E09000032,Wandsworth,E01004482,27
E09000032,Wandsworth,E01004483,38
E09000032,Wandsworth,E01004484,19
E09000032,Wandsworth,E01004485,25
E09000032,Wandsworth,E01004486,18
E09000032,Wandsworth,E01004487,16
E09000032,Wandsworth,E01004488,18
E09000032,Wandsworth,E01004489,24
E09000032,Wandsworth,E01004490,34
E09000032,Wandsworth,E01004491,39
E09000032,Wandsworth,E01004492,47
E09000032,Wandsworth,E01004493,44
E09000032,Wandsworth,E01004494,48
E09000032,Wandsworth,E01004495,20
E09000032,Wandsworth,E01004496,42
E09000032,Wandsworth,E01004497,28
E09000032,Wandsworth,E01004498,56
E09000032,Wandsworth,E01004499,29
E09000032,Wandsworth,E01004500,25
E09000032,Wandsworth,E01004501,21
E09000032,Wandsworth,E01004502,28
E09000032,Wandsworth,E01004503,15
E09000032,Wandsworth,E01004504,19
E09000032,Wandsworth,E01004505,22
E09000032,Wandsworth,E01004506,33
E09000032,Wandsworth,E01004507,34
E09000032,Wandsworth,E01004508,24
E09000032,Wandsworth,E01004509,52
E09000032,Wandsworth,E01004510,38
E09000032,Wandsworth,E01004511,31
E09000032,Wandsworth,E01004512,28
E09000032,Wandsworth,E01004513,21
E09000032,Wandsworth,E01004514,55
E09000032,Wandsworth,E01004515,22
E09000032,Wandsworth,E01004516,15
E09000032,Wandsworth,E01004517,31
E09000032,Wandsworth,E01004518,27
E09000032,Wandsworth,E01004519,23
E09000032,Wandsworth,E01004520,19
E09000032,Wandsworth,E01004521,43
E09000032,Wandsworth,E01004522,35
E09000032,Wandsworth,E01004523,24
E09000032,Wandsworth,E01004524,28
